"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Blake Beavan","2.5","0.8","0.2","1.1","13.8","1.4","$9.8","338"
"Paul Mitchell","1.2","-0.7","0.5","-0.1","13.3","1.4","","1009009"
"Yusei Kikuchi","0.1","-0.6","-0.6","-1.2","13.6","1.4","$10.8","20633"
"Byron McLaughlin","-0.8","-0.1","-2.0","-2.1","12.1","1.3","","1008609"
"Carlos Silva","-2.0","-2.0","-1.2","-3.3","13.1","1.3","$8.0","973"
"Terry Mulholland","1.2","0.0","-0.1","-0.1","13.4","1.2","","665"
"Bob Wolcott","1.3","-0.7","0.8","0.1","13.3","1.2","","1014184"
"Wade LeBlanc","1.8","0.6","0.1","0.7","10.6","1.1","$8.9","5221"
"J.A. Happ","0.4","-0.7","0.0","-0.7","10.4","1.1","$8.7","7410"
"Odell Jones","-1.3","-1.5","-0.8","-2.3","10.4","1.0","","1006579"
"Jeff Weaver","-0.7","-0.9","-0.7","-1.6","9.6","0.9","$5.1","503"
"Mark Grant","0.1","-1.2","0.5","-0.7","7.9","0.8","","1004951"
"Russ Swan","-0.2","0.8","-1.8","-1.0","7.9","0.8","","1012758"
"Brian Allard","0.6","0.0","-0.2","-0.2","7.2","0.8","","1000131"
"Dick Pole","-1.6","-0.3","-2.1","-2.4","7.7","0.8","","1010418"
"Wade Miley","0.7","0.0","-0.1","-0.1","7.8","0.8","$6.2","8779"
"Roger Salkeld","0.1","-1.0","0.3","-0.7","7.6","0.8","","1011384"
"Ed Vande Berg","-0.4","-1.4","0.2","-1.2","7.6","0.8","","1013348"
"Dave Pagan","0.2","-0.5","-0.1","-0.5","6.6","0.7","","1009949"
"Jim Converse","-0.7","-1.3","-0.1","-1.5","7.5","0.7","","1002549"
"Nick Margevicius","0.5","0.0","-0.2","-0.2","7.1","0.7","$5.7","20395"
"Mike Dunne","-0.8","-0.8","-0.7","-1.5","6.6","0.7","","1003570"
"Ken Clay","-0.2","-0.5","-0.4","-0.9","6.0","0.6","","1002328"
"Shane Rawley","-0.3","-0.3","-0.7","-0.9","5.5","0.6","","1010719"
"Gene Nelson","0.2","-0.5","0.1","-0.4","5.8","0.6","","1009501"
"Andy Benes","0.2","-0.3","-0.1","-0.4","6.4","0.6","","1144"
"Erasmo Ramirez","0.3","1.2","-1.4","-0.3","4.6","0.6","$3.1","10314"
"Rich DeLucia","0.8","0.5","-0.3","0.2","4.8","0.6","","1003185"
"Jake Woods","0.7","-0.5","0.5","0.1","5.9","0.6","$2.8","2196"
"Ismael Valdez","0.2","-0.3","0.0","-0.4","5.8","0.6","$2.2","1283"
"Brian Snyder","-0.4","-0.6","-0.3","-1.0","5.4","0.6","","1012241"
"Gary Wheelock","-0.2","0.3","-1.0","-0.8","5.7","0.6","","1013834"
"Ryan Rowland-Smith","1.3","1.7","-1.0","0.8","4.0","0.6","$4.1","3245"
"Butch Henry","0.3","-0.2","0.0","-0.3","5.6","0.5","","1005667"
"Andrew Albers","0.3","0.0","-0.2","-0.3","5.3","0.5","$4.3","7853"
"Aaron Harang","-0.9","0.2","-1.7","-1.5","5.2","0.5","$4.0","1451"
"Mike Campbell","-1.1","0.5","-2.1","-1.6","5.4","0.5","","1001887"
"Matt Wisler","0.7","0.3","-0.1","0.2","5.1","0.5","$4.1","12804"
"Tim Leary","0.8","-0.5","0.8","0.3","5.3","0.5","","1007438"
"Joe Saunders","-0.9","-1.7","0.3","-1.4","4.8","0.5","$3.6","4366"
"Salomon Torres","0.7","0.6","-0.4","0.2","5.2","0.5","","1628"
"James Baldwin","0.2","-0.8","0.5","-0.3","5.0","0.5","$1.8","1064"
"Greg Hibbard","-1.3","-0.8","-1.0","-1.8","5.2","0.5","","1005764"
"Salome Barojas","1.2","0.6","0.1","0.7","4.8","0.5","","1000584"
"Edwin Nunez","-0.4","-0.9","0.1","-0.8","4.4","0.5","","1009658"
"Jerry Reed","0.4","0.0","0.0","0.0","4.5","0.5","","1010769"
"Bob Wells","-0.5","-0.3","-0.6","-0.9","4.7","0.4","","760"
"Mac Suzuki","-0.6","-0.4","-0.6","-1.1","4.4","0.4","","1485"
"Tommy Milone","0.3","0.0","-0.1","-0.1","4.4","0.4","$3.4","7608"
"Tim Davis","-0.2","-0.5","-0.1","-0.6","4.4","0.4","","1003082"
"John Cummings","0.1","0.1","-0.5","-0.3","4.6","0.4","","1002874"
