"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Sean Lowe","1.4","0.4","-0.3","0.1","13.5","1.3","","994"
"Marino Pieretti","0.6","0.7","-1.4","-0.7","13.1","1.3","","1010334"
"Frank Shellenback","0.6","-0.7","0.0","-0.7","11.1","1.3","","1011857"
"Jack Lamabe","0.6","-0.3","-0.4","-0.7","11.6","1.3","","1007266"
"Jack Quinn","1.5","0.5","-0.3","0.2","9.9","1.3","","1010605"
"Brian Keyser","0.5","-0.7","0.0","-0.7","12.9","1.3","","1006886"
"Terry Forster","-0.4","-1.6","-0.1","-1.7","11.0","1.3","","1004236"
"Bob Gillespie","-0.6","-1.0","-0.8","-1.8","11.7","1.2","","1004708"
"Paul Edmondson","1.5","0.5","-0.2","0.3","11.4","1.2","","1003680"
"Steve Renko","1.1","-0.4","0.3","-0.1","11.3","1.2","","1010835"
"Bob Cain","3.5","1.4","1.0","2.3","12.8","1.2","","1001820"
"Orlando Hernandez","0.7","-0.3","-0.2","-0.5","12.0","1.2","$5.6","823"
"Sugar Cain","3.1","-0.2","2.1","1.9","13.5","1.2","","1001822"
"Jim Joe Edwards","1.5","1.0","-0.7","0.4","12.0","1.2","","1003688"
"Mike Proly","0.0","-0.8","-0.2","-1.1","10.1","1.1","","1010545"
"Barry Latman","1.5","0.5","-0.1","0.4","10.5","1.1","","1007377"
"Dan Wright","-0.2","0.4","-1.7","-1.3","10.3","1.1","$4.6","258"
"Jerry Nyman","0.4","-0.2","-0.4","-0.6","8.5","1.0","","1009670"
"Claude Osteen","1.2","-1.2","1.4","0.2","9.9","1.0","","1009878"
"Grover Lowdermilk","0.8","-0.4","0.3","-0.2","8.8","1.0","","1007784"
"Bill Burns","1.1","-0.2","0.4","0.1","8.1","1.0","","1001701"
"Harry Byrd","0.2","0.1","-0.8","-0.7","9.2","1.0","","1001793"
"Steve Carlton","1.1","0.1","0.1","0.2","9.3","1.0","","1001964"
"Gene Nelson","1.0","0.0","0.0","0.0","9.4","0.9","","1009501"
"Billy Wynne","0.8","-1.3","1.2","-0.1","8.8","0.9","","1014311"
"Jake Miller","-0.5","-0.8","-0.7","-1.5","9.4","0.9","","1008903"
"Gerry Staley","2.6","0.9","0.8","1.7","8.8","0.9","","1012388"
"John Snyder","0.6","0.1","-0.4","-0.3","9.4","0.9","","1012253"
"Scott Schoeneweis","0.5","-0.3","-0.1","-0.4","9.3","0.9","$3.7","33"
"Chuck Stobbs","2.1","0.3","0.9","1.2","8.2","0.9","","1012548"
"Patsy Flaherty","-1.8","-1.0","-1.6","-2.6","7.8","0.8","","1004129"
"Grady Adkins","2.1","0.6","0.7","1.3","8.0","0.8","","1000075"
"Gary Glover","0.0","1.6","-2.3","-0.7","7.8","0.7","$1.7","234"
"Doug McWeeny","-0.9","-1.5","-0.2","-1.7","7.8","0.7","","1008698"
"Dave Frost","0.4","-0.3","0.0","-0.3","6.4","0.7","","1004376"
"Chris Bassitt","0.6","-0.3","0.1","-0.2","6.2","0.7","$5.4","12304"
"George Earnshaw","2.3","0.8","0.7","1.6","8.0","0.7","","1003633"
"Jim Moore","0.9","0.3","-0.1","0.2","7.5","0.7","","1009114"
"Scott Sanderson","0.7","0.2","-0.1","0.1","7.3","0.7","","1011422"
"Dutch Henry","-0.9","-1.6","0.0","-1.6","7.6","0.7","","1005669"
"Dane Dunning","0.4","0.4","-0.6","-0.2","6.5","0.7","$5.2","19409"
"Jim O'Toole","0.7","-0.3","0.3","0.0","5.7","0.6","","1009897"
"Ed Walsh","-0.9","-0.2","-1.3","-1.5","6.6","0.6","","1013571"
"Jake Wade","0.4","0.2","-0.5","-0.3","5.9","0.6","","1013472"
"Carl Fischer","-0.6","0.0","-1.2","-1.2","6.7","0.6","","1004067"
"George Mogridge","0.4","-0.2","0.1","-0.2","5.9","0.6","","1009029"
"Bob Weiland","0.3","0.4","-0.7","-0.3","6.1","0.6","","1013735"
"Jesse Baker","0.1","-0.4","-0.1","-0.4","5.7","0.6","","1000460"
"Dave Righetti","0.8","-0.7","0.9","0.2","6.3","0.6","","1010958"
"Danny Darwin","1.6","0.5","0.5","1.0","6.2","0.6","","1002996"
"Fred Talbot","1.0","-0.7","1.1","0.4","5.3","0.6","","1012813"
"Brandon McCarthy","1.4","0.8","0.1","0.9","5.7","0.6","$2.6","4662"
"Pete Vuckovich","-0.2","-0.9","0.2","-0.7","5.0","0.6","","1013461"
"Tim Belcher","0.9","0.7","-0.4","0.3","5.7","0.5","","1000789"
"Francisco Liriano","0.4","0.0","-0.1","-0.1","5.1","0.5","$3.4","3201"
"Howie Judson","0.7","0.2","0.0","0.2","4.8","0.5","","1006646"
"Garland Braxton","-1.4","-1.5","-0.4","-1.9","5.9","0.5","","1001368"
"Harry Courtney","0.2","0.0","-0.4","-0.3","5.4","0.5","","1002678"
"Harry Suter","0.4","0.1","-0.2","-0.1","3.9","0.5","","1012736"
"Paul Gregory","-0.4","0.1","-1.0","-0.8","5.0","0.5","","1005026"
"Jerry Kutzler","-0.4","-0.5","-0.4","-0.8","4.3","0.5","","1007225"
"Italo Chelini","1.0","0.4","0.1","0.5","5.2","0.5","","1002175"
"Hal Brown","0.0","-0.5","0.0","-0.5","4.2","0.4","","1001520"
"Dylan Axelrod","0.0","-0.9","0.4","-0.5","4.2","0.4","$3.2","9303"
"Rube Peters","-1.1","-1.2","-0.4","-1.6","4.3","0.4","","1010238"
"Shovel Hodge","-2.4","-0.9","-1.9","-2.8","4.6","0.4","","1005887"
"Scott Nielsen","-0.2","-0.3","-0.3","-0.6","4.5","0.4","","1009586"
"Ray Phelps","0.6","0.6","-0.4","0.1","4.2","0.4","","1010279"
"Wayne Edwards","0.4","-0.2","0.2","0.0","4.0","0.4","","1003694"
"Fred Howard","-0.2","-0.3","-0.3","-0.7","4.2","0.4","","1006081"
"Earl Caldwell","0.3","-0.2","0.1","-0.1","3.9","0.4","","1001829"
"Tony Pena","-0.1","-0.1","-0.4","-0.5","3.9","0.4","$2.5","4573"
"Shawn Hillegas","0.1","-0.1","-0.2","-0.3","4.0","0.4","","1005818"
"Bill James","1.1","-0.2","0.9","0.7","3.7","0.4","","1006343"
"Lance Broadway","0.7","0.2","0.0","0.2","3.6","0.4","$2.3","9885"
"Jim Magnuson","-0.4","-0.1","-0.7","-0.8","3.7","0.4","","1007971"
"Skip Pitlock","-0.3","-0.3","-0.3","-0.7","3.6","0.4","","1010373"
"Howie Pollet","0.1","0.0","-0.3","-0.3","3.7","0.4","","1010423"
"Steve Rosenberg","-1.2","-0.4","-1.2","-1.6","3.5","0.4","","1011215"
