"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Clarence Mitchell","3.2","0.1","0.5","0.6","28.7","2.6","","1008998"
"Bob Carpenter","4.3","0.3","1.7","2.0","21.3","2.3","","1001976"
"Mike Sullivan","1.1","1.3","-2.2","-0.9","25.3","2.1","","1012708"
"Tim Hudson","1.5","-0.3","0.0","-0.3","15.9","1.7","$13.1","921"
"Mark Davis","-0.4","-1.6","-0.5","-2.1","16.3","1.7","","1003067"
"Joe Genewich","2.8","1.5","-0.4","1.2","17.2","1.6","","1004609"
"John D'Acquisto","0.8","0.5","-0.8","-0.3","9.2","1.1","","1002919"
"Bud Black","3.4","3.5","-1.2","2.3","10.1","1.0","","1001007"
"Clint Hartung","-0.1","0.9","-1.5","-0.6","4.5","0.5","","1005466"
"Johnnie Wittig","-1.1","-2.2","0.9","-1.3","1.7","0.2","","1014173"
