"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Charlie Wagner","8.0","2.2","2.2","4.4","34.2","3.5","","1013480"
"Jeff Sellers","2.2","-2.2","0.9","-1.3","34.9","3.5","","1011733"
"Charley Hall","6.3","1.7","1.3","3.0","31.0","3.4","","1005239"
"Bob Weiland","4.3","0.6","0.5","1.0","34.6","3.3","","1013735"
"Don Schwall","3.9","-0.3","1.0","0.7","31.9","3.2","","1011657"
"Chuck Rainey","3.8","-0.8","1.5","0.7","31.0","3.1","","1010654"
"Ed Karger","3.0","0.0","0.0","0.1","26.4","2.9","","1006699"
"Joe Harris","-0.6","0.4","-3.9","-3.5","24.6","2.9","","1005420"
"Dave Sisler","1.7","0.2","-1.4","-1.2","28.3","2.9","","1012019"
"Paul Zahniser","0.3","-2.6","0.1","-2.5","30.3","2.9","","1014411"
"Mike Nagy","3.5","-0.5","1.3","0.8","25.9","2.7","","1009439"
"Ted Lewis","4.8","2.6","-0.5","2.1","29.9","2.7","","1007589"
"Bill Piercy","1.0","-1.0","-0.6","-1.6","27.0","2.6","","1010325"
"Ralph Glaze","1.0","0.9","-2.3","-1.4","20.1","2.4","","1004762"
"Norwood Gibson","1.1","3.3","-4.4","-1.2","20.4","2.2","","1004670"
"Bucky Brandon","1.8","1.0","-1.4","-0.4","20.0","2.2","","1001346"
"Yank Terry","2.1","0.0","0.0","0.1","17.9","2.0","","1012931"
"Benn Karr","1.7","0.3","-0.5","-0.3","20.8","2.0","","1006708"
"Curt Fullerton","-1.1","-0.4","-2.4","-2.9","18.6","1.8","","1004390"
"Pinky Woods","1.5","-1.4","1.3","0.0","13.9","1.5","","1014242"
"Hod Lisenbee","3.1","2.5","-0.9","1.7","16.0","1.4","","1007651"
"Cy Morgan","6.2","2.7","2.1","4.8","11.4","1.4","","1009174"
"Emmett O'Neill","-1.2","-0.7","-0.7","-1.3","0.8","0.1","","1009807"
