"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Kevin Gross","11.4","-1.0","3.1","2.1","86.1","9.3","","1005088"
"Clarence Mitchell","5.2","-3.4","-0.6","-4.0","93.7","9.3","","1008998"
"Wayne Twitchell","5.9","-1.9","-1.3","-3.2","81.1","9.1","","1013244"
"Bucky Walters","7.2","-1.2","-0.2","-1.4","87.1","8.6","","1013583"
"Gene Conley","6.7","-0.4","-1.2","-1.6","73.5","8.3","","1002507"
"Doc White","5.9","-0.6","-1.7","-2.3","78.3","8.2","","1013864"
"Vicente Padilla","10.6","2.3","0.2","2.5","80.7","8.1","$33.6","964"
"Harvey Haddix","4.0","-1.6","-2.2","-3.8","71.5","7.8","","1005184"
"Wiley Piatt","7.2","0.8","-1.4","-0.6","84.6","7.8","","1010305"
"Si Johnson","1.6","-4.3","-1.9","-6.2","70.7","7.8","","1006502"
"Jumbo Elliott","3.0","-3.3","-1.4","-4.7","76.2","7.8","","1003741"
"Hugh Mulcahy","2.3","-0.7","-4.6","-5.3","76.3","7.6","","1009289"
"Kevin Millwood","4.7","-0.8","-2.0","-2.8","73.5","7.5","$32.0","106"
"Al Demaree","7.0","-0.2","-0.4","-0.5","60.6","7.5","","1003187"
"Tommy Greene","7.0","0.7","-1.1","-0.3","67.0","7.3","","1005013"
"Jon Lieber","5.2","-0.2","-1.7","-2.0","71.8","7.2","$35.4","287"
"Danny Jackson","7.1","-0.3","0.3","0.0","68.4","7.1","","1006295"
"Lew Moren","4.8","-0.3","-2.0","-2.3","61.3","7.1","","1009166"
"Ken Heintzelman","9.9","2.3","0.6","2.9","69.9","7.0","","1005596"
"Syl Johnson","7.0","1.5","-1.4","0.1","68.3","6.9","","1006505"
"Tim Keefe","8.8","1.1","0.8","1.9","79.1","6.9","","1006743"
"Jack Sanford","6.5","0.5","-0.8","-0.3","62.8","6.8","","1011432"
"Ad Brennan","6.8","-1.1","1.2","0.0","63.0","6.7","","1001387"
"Joe Blanton","5.0","-1.1","-0.5","-1.6","63.6","6.6","$42.2","4849"
"Bob Miller","5.7","-1.9","1.1","-0.8","64.3","6.4","","1008875"
"Vince Velasquez","3.5","-2.2","-0.7","-2.9","62.1","6.4","$51.3","11189"
"Cory Lidle","3.4","-0.8","-2.1","-2.9","62.4","6.3","$29.2","926"
"Snipe Hansen","0.9","-2.5","-2.9","-5.4","62.9","6.3","","1005330"
"Robert Person","9.1","3.1","-0.2","2.8","65.6","6.3","$0.2","966"
